utt,labels,tokenized
this is engineer the South Zone C has been cleared,['Engineer'],[4]
this is medic transporter this is a victim a that I put behind you that is more safe,"['Medic', 'Transporter', 'Victim']","[6, 5, 2]"
transporter I have,['Transporter'],[5]
this is engineer are the victims near Zone South Zone C all typed C,"['CriticalVictim', 'Engineer', 'Victim']","[1, 4, 2]"
this is transport - they're not typed at all they're waiting they're awaiting a tape also to engineer transport and medic are both stuck in room K3 K2 SOS is marked,"['HelpRequest', 'Engineer', 'Room', 'Room', 'Medic', 'Transporter', 'Transporter']","[16, 4, 3, 3, 6, 5, 5]"
this is engineer I am on my way,"['Engineer', 'Move']","[4, 10]"
I was transported engineer could I get help again another piece though,"['Engineer', 'YesNoQuestion']","[4, 18]"
this is engineer on my way,"['Engineer', 'Move']","[4, 10]"
medic can you read type that I forgot that one,"['KnowledgeSharing', 'Plan', 'Medic', 'YesNoQuestion']","[13, 20, 6, 18]"
this is medic to,['Medic'],[6]
order on the South Hall there are two victims that have been marked and are ready for transport,"['KnowledgeSharing', 'Transporter', 'Victim']","[13, 5, 2]"
I was transporting going to room now,['Move'],[10]
this is medic,['Medic'],[6]
this is engineer what zone are you guys in I want to stay close in case you guys get trapped,"['HelpRequest', 'Engineer']","[16, 4]"
this is medic I'm in room K4 and I need assistance giving to the victims,"['HelpRequest', 'Room', 'Medic', 'ReportLocation', 'Victim']","[16, 3, 6, 14, 2]"
this is an engineer and I'm on my way,"['Engineer', 'Move']","[4, 10]"
this is transport to Tech I just fell out of it,['Transporter'],[5]
yeah this is medic I also have fun,['Medic'],[6]
all right this is engineer I do want to say feel free to disagree with my suggestions but I think we should when we go into buildings we should move all the the,"['Engineer', 'Move']","[4, 10]"
victims out and have them in grouped up in designated areas around the different parts of the map and also I think that we need to focus on more heavily populated areas because we didn't have a lot of time last time and if I recommend if you're going to a new letter for example J let me know you're going into,"['Plan', 'Victim']","[20, 2]"
the J column and I'll tell you if there's any threat zones there and I don't think we should even bother entering threat zones unless I'm right next to you guys or we don't have any other options what do you guys think,"['Plan', 'Plan', 'Move']","[20, 20, 10]"
this is medic a lot that sounds good the designated areas I don't know if like we like room I don't know if you meant like grouping them up by like their letter or what but like all what I think was working best is I'll just bring them into like the main hall Zone the North and the South and make sure I Mark the victims and then also a thought I had was last time engineering I went left and transported went right I think we should just follow the,"['Victim', 'Plan', 'Plan', 'Engineer', 'Medic', 'Precedence', 'Precedence']","[2, 20, 20, 4, 6, 11, 11]"
transporter and sure like the first room we'll all be there but the transporter is so quick that the transporter will be able to start marking rooms ahead of us and I think it will be good for us to kind of follow the path of C the transporter instead of splitting up,"['Transporter', 'Transporter', 'Transporter', 'Transporter']","[5, 5, 5, 5]"
this is,['0'],[0]
this is engineer sorry and I agree with that and I think that transporter should also maybe stay a little closer to us and start cleaning up the victims and transporting them sooner than marking every single room,"['Engineer', 'Transporter', 'Victim']","[4, 5, 2]"
this is transport I was going to suggest that we take victims out of rooms or that I take victims that are in a regular State and leave them on the South Hall,"['Transporter', 'Victim', 'Victim']","[5, 2, 2]"
do you agree,['YesNoQuestion'],[18]
this is engineer I agree maybe not always the South Hall though maybe also the North Hall whichever ones closer,['Engineer'],[4]
transport yes I am starting at the C column,['Transporter'],[5]
this is medic okay so you're starting over there at B4 transporter okay,"['Room', 'Medic', 'Transporter']","[3, 6, 5]"
transport to engineer I have Rubble at room B6 B marked,"['Room', 'Engineer', 'Rubble', 'Transporter']","[3, 4, 7, 5]"
this is engineer coming there,"['Engineer', 'Move']","[4, 10]"
this is engineer there are three critical victims here I suggest that we get these three right as soon as possible,"['CriticalVictim', 'Engineer', 'KnowledgeSharing']","[1, 4, 13]"
C transport I'm on the way,['Transporter'],[5]
actually I can do anything I'm going to go elsewhere,"['Plan', 'Plan']","[20, 20]"
this is medic all of them have been stabilized and are in a safe space c State and I will bring them out into the Hall,"['Plan', 'Medic']","[20, 6]"
to transport on the way to the hall,['0'],[0]
this is medic I have the critical victims in West hallway at the moment,"['CriticalVictim', 'KnowledgeSharing', 'Medic']","[1, 13, 6]"
this is engineer transporter do you want to start taking out regular victims and putting them outside the door,"['Engineer', 'Victim', 'Transporter', 'Victim', 'YesNoQuestion']","[4, 2, 5, 2, 18]"
search transport will do,"['Plan', 'Transporter']","[20, 5]"
this is medic to transporter they're still ones safe marker victim in West hallway,"['MarkerBlock', 'Medic', 'Transporter', 'Victim']","[8, 6, 5, 2]"
along a,['0'],[0]
this is transport is West hallway along a or is it a long C,['Transporter'],[5]
transporter confirm,['Transporter'],[5]
this is medic again whenever you are grabbing the safe victim would you mind coming into A3 with me so that I can or actually engineer is here so medic you can continue transport,"['Room', 'Engineer', 'Move', 'Plan', 'Medic', 'Medic', 'Transporter', 'Victim']","[3, 4, 10, 20, 6, 6, 5, 2]"
is transport you mean transport continue to transport correct,"['Transporter', 'Transporter']","[5, 5]"
yes,['0'],[0]
this is medic to engineer did you see any more victims in that room that you just came out of the three,"['Engineer', 'Medic', 'Victim', 'YesNoQuestion']","[4, 6, 2, 18]"
this is engineer and no I did not,['Engineer'],[4]
this is transport I have a regular victim in D2 and a critical in D4,"['CriticalVictim', 'Room', 'Room', 'KnowledgeSharing', 'KnowledgeSharing', 'Victim', 'Transporter', 'Victim']","[1, 3, 3, 13, 13, 2, 5, 2]"
this is engineer real quick I have a critical victim over in B B3 B2,"['Room', 'Room', 'CriticalVictim', 'Engineer', 'KnowledgeSharing']","[3, 3, 1, 4, 13]"
this is medic I will come to B 3,"['Plan', 'Medic']","[20, 6]"
this is transport I'll take him when we're ready,"['Plan', 'Transporter']","[20, 5]"
this is an engineer and this victim doesn't seem to be waking up,"['Engineer', 'Victim']","[4, 2]"
this is medic it's better now,['Medic'],[6]
this is transport medic could you drop him I'll take him,"['Plan', 'Medic', 'Transporter', 'YesNoQuestion']","[20, 6, 5, 18]"
that's a medic just remember he's critical,['Medic'],[6]
transporter confirmed,['Transporter'],[5]
this is medic the transporter again don't forget in West hallway there is a critical I will actually grab him and bring him to the South hallway for you,"['CriticalVictim', 'Plan', 'KnowledgeSharing', 'Medic', 'Transporter']","[1, 20, 13, 6, 5]"
transporter appreciate it,"['Instruction', 'Transporter']","[19, 5]"
this is engineer if you guys don't have anything else for me to do I think I'm going to go into the Zone C area,"['Plan', 'Engineer']","[20, 4]"
transport go for it,"['Instruction', 'Transporter']","[19, 5]"
this is medic to engineered can you come back to the C area to room C3 and help me with this critical victim,"['Room', 'CriticalVictim', 'Instruction', 'Medic', 'Move', 'YesNoQuestion']","[3, 1, 19, 6, 10, 18]"
this is engineering yes I will,['Engineer'],[4]
this is transport I have a high-volume area in row a row I,['Transporter'],[5]
all right this is engineer and I do i1 I got this regular B,"['Engineer', 'Room']","[4, 3]"
then to I do think we should probably head over to I then,"['Move', 'Precedence']","[10, 11]"
this is transport to engineer do you have anyone in 8 D have any threats in H1,"['Engineer', 'Room', 'Transporter', 'YesNoQuestion']","[4, 3, 5, 18]"
this is engineer and no,['Engineer'],[4]
permed,['0'],[0]
this is medic I am headed over to the eye area and transporter in the South hallway I have to save marker victims for you already,"['MarkerBlock', 'Medic', 'Move', 'RescueInteractions', 'Transporter', 'Victim']","[8, 6, 10, 12, 5, 2]"
as transporter understood I also bringing victims out to be typed they are outside Zone C,"['Transporter', 'Victim']","[5, 2]"
this is engineer and we've got a critical victim in here if we want to get that,"['Plan', 'CriticalVictim', 'Engineer', 'KnowledgeSharing']","[20, 1, 4, 13]"
this is medic don't forget to Mark rooms is safe,"['Instruction', 'Medic']","[19, 6]"
or without any victims,['Victim'],[2]
this is transport sorry about that,['Transporter'],[5]
this is engineer and affirmative,['Engineer'],[4]
this is transporter medic you have four along the South hallway to type,"['Medic', 'Transporter']","[6, 5]"
says medic doing that right now,['Medic'],[6]
this is engineer heading on long path B Zone,['Engineer'],[4]
is,['0'],[0]
this is it,['0'],[0]
this is good,['0'],[0]
this is medic it's a transporter this is actually working really quick having these victims place where you place them so if you feel that if you also feel that this was quick,"['Plan', 'Medic', 'Transporter', 'Victim']","[20, 6, 5, 2]"
I would recommend doing it,['0'],[0]
this is transport I do enjoy this as well,['Transporter'],[5]
this is engineer and I've got a critical victim in the eye section however I just lost my GPS signal so I can't tell you which building,"['CriticalVictim', 'Engineer', 'KnowledgeSharing']","[1, 4, 13]"
this is transport the sight have doors on them but for now if we can use core cardinal directions that will work easier,"['Instruction', 'Plan']","[19, 20]"
this is,['0'],[0]
this is transport before we enter rooms we should still call out the threat zones and just avoid them at this point,"['Move', 'Precedence', 'Transporter']","[10, 11, 5]"
this transport does anyone else agree,"['Transporter', 'YesNoQuestion']","[5, 18]"
is engineer and yeah I think we should,['Engineer'],[4]
avoid the threat zones and just get everybody we can also die Zone I've got three regular victims,"['KnowledgeSharing', 'Plan', 'Victim', 'Victim']","[13, 20, 2, 2]"
this is transfer for engineer do you have threat zone on,"['Engineer', 'YesNoQuestion']","[4, 18]"
three,['0'],[0]
this is engineer and I do not know as I still do not have my map,['Engineer'],[4]
this is transport understood,['Transporter'],[5]
this is a medic,['Medic'],[6]
M3 is in the northeast corner and I'm avoiding it,['Room'],[3]
this is medic to transporter I have at least three victims in South hallway which is behind where I'm coming from,"['KnowledgeSharing', 'Question', 'Medic', 'Move', 'Transporter', 'Victim']","[13, 17, 6, 10, 5, 2]"
that are all marked,['0'],[0]
this is transport confirmed I'm bringing victims down,"['Transporter', 'Victim']","[5, 2]"
the hallway,['0'],[0]
this is transporter medic are you Red,"['Medic', 'Transporter']","[6, 5]"
this is medic yes,['Medic'],[6]
can you type that,['0'],[0]
transfer,['0'],[0]
this is true,['0'],[0]
this is engineer and I've got my map back online,['Engineer'],[4]
burn transport can you check M3 for me while you're at it or transport engineer can you confirm you know the word save me,"['Engineer', 'Room', 'RescueInteractions', 'Search', 'Transporter', 'Transporter', 'YesNoQuestion', 'YesNoQuestion']","[4, 3, 12, 15, 5, 5, 18, 18]"
engineer and he said M3,"['Engineer', 'Room']","[4, 3]"
M3 this transport M3 yes,"['Room', 'Room', 'Transporter']","[3, 3, 5]"
this is engineer and I cannot find that,['Engineer'],[4]
this is transport it's the room on the northeast corner of the map,"['ReportLocation', 'Transporter']","[14, 5]"
this is engineer and there is no threat there is that what you were asking,"['Engineer', 'KnowledgeSharing']","[4, 13]"
this is transport confirmed that's why I was asking,['Transporter'],[5]
medic to engineer you dress past me can you help me with a critical victim in this room,"['CriticalVictim', 'Engineer', 'Instruction', 'HelpRequest', 'Plan', 'Medic', 'YesNoQuestion']","[1, 4, 19, 16, 20, 6, 18]"
this is engineer yes I can what room is that,"['Engineer', 'Plan']","[4, 20]"
this is medic it's K4 or Noah the blue one across from the K4 L4,"['Room', 'Room', 'Medic', 'ReportLocation']","[3, 3, 6, 14]"
this is engineer confirm,['Engineer'],[4]
this is medic can you delete that sign,"['Medic', 'YesNoQuestion']","[6, 18]"
actually,['0'],[0]
this is engineering yes,['Engineer'],[4]
this is transport engineer do you have information on room I2,"['Engineer', 'Room', 'Transporter', 'YesNoQuestion']","[4, 3, 5, 18]"
are the iroh as a whole,['0'],[0]
this is engineer and i3a is a threat zone the rest of I is clear,['Engineer'],[4]
transport firm transport medic do you have when you have a chance can you come down the I role with me and we'll just avoid i3a,"['Plan', 'Medic', 'Transporter', 'Transporter', 'YesNoQuestion', 'YesNoQuestion']","[20, 6, 5, 5, 18, 18]"
