utt,labels,tokenized
 M3 is in the northeast corner and I'm avoiding it,"Room/KnowledgeSharing{exists:{M3}, location:{the northeast corner}}","[3, 13]"
 that are all marked,MarkerBlock,[8]
 the hallway,0,[0]
 this is medic yes,Medic,[6]
 transfer,0,[0]
this is engineer and I've got my map back online,Engineer,[4]
 engineer and he said M3,Engineer/Room,"[4, 3]"
 this is engineer and I cannot find that,Engineer/Room,"[4, 3]"
 this is engineer and there is no threat there is that what you were asking,Engineer/KnowledgeSharing{exists:{no threat}},"[4, 13]"
 medic to engineer you dress past me can you help me with a critical victim in this room,"Medic/Engineer/YesNoQuestion{topic:{you help me}}/HelpRequest{agent:{me}, location:{this room}, helper:{you}}/CriticalVictim/Room","[6, 4, 18, 1, 3]"
 this is medic it's K4 or Noah the blue one across from the K4 L4,Medic/Room/Room/Room,"[6, 3, 3, 3]"
 this is medic can you delete that sign,Medic/YesNoQuestion{topic:{you delete that sign}},"[6, 18]"
 this is engineering yes,0,[0]
 are the iroh as a whole,YesNoQuestion{topic:{the iroh}},[18]
 transport firm transport medic do you have when you have a chance can you come down the I role with me and we'll just avoid i3a,"Medic/YesNoQuestion{topic:{you have}}/YesNoQuestion{topic:{you come down}}/Room/Plan{topic:{avoid i3a}, agent:{we}}","[6, 18]"
 this is transport to engineer K1 is blocked,Engineer/Room,"[4, 3]"
 doorway is blocked on K1,Room,[3]
 transporter on the way to i2a,"Transporter/Movement{agent:{transporter}, target:{i2a}}","[5, 10]"
transporter understood,Transporter,[5]
this is engineer do you guys have any where I need to be because I don't have anything to do at the moment,Engineer/YesNoQuestion{topic:{you guys have any}},"[4, 18]"
engineer E5,Engineer/Room,"[4, 3]"
this is the engineer there I've got a list of rooms with known damage severe damage is going to be i4a E5 and C4 those are going to be most likely to have critical victims in them and then we've got M1 D2 and I2 with moderate damage and then M3 B9 and A2 with mild damage it looks like there's also a critical threat rooms all over,Engineer/Room/Room/Room/Room/CriticalVictim/Room/Room/Room,"[4, 3, 3, 3, 3, 1, 3, 3, 3]"
okay this is the medic so in half the rooms you named there's actually meetings going on so I2 i4a M1 M3 are the meetings happening on the right side of the map D2 and E5 are the meetings happening in the middle and then A2 B9 and C4 other ones happening on the lever so I'm assuming there's going to be a couple more victims than just one in those rooms and then considering the severe damage ones this was going to be a bunch of critical victims in those,Medic/Room/KnowledgeSharing{exists:{meetings}}/Meeting/Room/Room/Room/Room/Meeting/Room/Room/Meeting/Room/Room/Room/Victim/Room/CriticalVictim,"[6, 3, 13, 9, 3, 3, 3, 3, 9, 3, 3, 9, 3, 3, 3, 2, 3, 1]"
 yep that's right,0,[0]
 E5 is yep that's one of the middle,Room,[3]
 C4 yep that's in the low side,"Room/KnowledgeSharing{exists:{that}, location:{the low side}}","[3, 13]"
 okay so probably definitely want to look at those ones as soon as we can because you're probably right those will probably have the most critical victims,CriticalVictim,[1]
 so if we're coming into the middle C said E5 was one with the severe damage,Room,[3]
 okay then let's just go straight for E5 up to start and then see how many we can,"Instruction{topic:{just go straight}}/Room/Precedence{first:{go straight}, second:{see how many}}/Victim","[19, 2]"
this is the transporter I don't have any room numbers but I have where people are attending so management meeting lunch and project meeting have two or more attendees so I just have a list of how many people are in like certain areas and then where there's no people yeah so,"Transporter/Room/Meeting/Meeting/KnowledgeSharing{exists:{two or mre attendees}, location:{so management meeting lunch and project meeting}}/Precedence{first:{how many}, second:{where}}","[5, 3, 9, 9, 13]"
 yeah project meeting is two or more people,Meeting,[9]
 move this,Instruction{topic:{move this}},[19]
 E3 critical victim,Room/CriticalVictim,"[3, 1]"
 E5 no one,Room,[3]
 all we found okay,0,[0]
 E3,Room,[3]
 yes engineer if you could just clear up the rubble so you could get the guy out I'll check these Doors Down Here,"Engineer/Rubble/Triage{agent:{you}, target:{the guy}}/Plan{topic:{check these Doors Down}, agent:{I}}","[4, 7, 12]"
 Pepsi,0,[0]
 rest of the ease look clear correct,0,[0]
 yep everything should be good,0,[0]
 yeah let's close this,Instruction{topic:{close this}},[19]
 yeah we'd have to go round to get to that one you want to just take check the H2 rezendes on the way here I'm not sure this engineer here but,"Instruction{topic:{have to go round}, agent:{we}}/Room/Engineer","[19, 3, 4]"
 country,0,[0]
 checking is,0,[0]
 is H2 storage,Room/YesNoQuestion{topic:{H2 storage}},"[3, 18]"
 I channeled I don't have information on people in that area,0,[0]
oh yeah C critical victim over here engineer if you want to come home again yeah lot of rubble in the window,"CriticalVictim/Engineer/Rubble/KnowledgeSharing{exists:{lot of rubble}, location:{the window}}","[1, 4, 7, 13]"
I was transported I found a regular guy and G3,"Victim/Room/KnowledgeSharing{exists:[a regular guy}, location:{G3}}","[2, 3, 13]"
 okay so that one's type c engineer,CriticalVictim/Engineer,"[1, 4]"
 wow,0,[0]
 oh yeah the rebels come back okay you're gonna have to put him down and then yeah here I'm going to do the critical,"Instruction{topic:{put him down}, agent:{you}}/Precedence{first:{you're gonna have to put him down}, second:{I'm going to do the critical}}/Plan{topic:{do he critical}, agent:{I}}/CriticalVictim","[19, 1]"
 okay,0,[0]
 we are in H1 right now,"ReportLocation{agent:{we}, location:{H1}}/Room","[14, 3]"
 we're taking thinking B comes back to their respective room zone now,Room,[3]
 two A1 regular one critical,Room/Victim/CriticalVictim,"[3, 2, 1]"
 okay yep,0,[0]
 any clear up need done,0,[0]
 we're on our way that's slightly sidetracked and I found some guys in the DJ's own,"Movement{agent:{we}}/Victim/KnowledgeSharing{exists:{some guys}, location:{the DJ's town}}",[10]
 hey,0,[0]
 D2 is clear,Room,[3]
 yeah,0,[0]
 oh oh oh it's a threat room,Room,[3]
 search,0,[0]
 there's another one here so I'm going to grab this one if you could get the critical to the B,"KnowledgeSharing{exists:{another one}, location:{here}}/Plan{topic:{grab this one}, agent:{I}}/Triage{agent:{I}, target:{this one}}/Victim","[13, 2]"
 okay this is B of the toggle player for you,0,[0]
 thank you,0,[0]
 yeah D4 is clear as well there is a door in here going somewhere though we double-check it,"Room/KnowledgeSharing{exists:{a door}, location:{here}}","[3, 13]"
 he's going to die,Victim,[2]
 perfect,0,[0]
 no okay,0,[0]
 all right here I'm right here with you and wake them up,"ReportLocation{agent:{I}, location:{here}}/Instruction{topic:{wake them up}}/Triage{target:{them}}",[14]
 I'm not sure if it's a threat room oh yeah,Room,[3]
 there's two victim Zone icon this guy and can reach the window,Victim/KnowledgeSharing{exists:{two victim}}/Victim,"[2, 13, 2]"
 also this is a b,Victim,[2]
 this is,0,[0]
 oh gotcha gosh okay,0,[0]
 oh no the wasn't my bad,0,[0]
 C3 is clear,Room,[3]
 yeah that is a good point yeah,0,[0]
 true yeah the only thing that worries me is a threat rooms because that would just take time up here but yeah I'll go ahead and start checking for victims,"Room/Plan{topic:{go ahead}, agent:{I}}","[3, 20]"
 what's your name,Question{topic:{your name}},[17]
C5,Room,[3]
 yeah I'm in the room right next to you okay here I'm coming to you,"ReportLocation{agent:{I}, location:{the room}}/Movement{agent:{I}, target:{you}}",[14]
 you for to wake them up there we go,"Triage{agent:{you}, target:{them}}/Movement{agent:{we}}",[12]
 on my way,Movement{agent:{my}},[10]
 this is a c i put a tag on the map for your transporter if you can come grab C whenever you can,CriticalVictim/Transporter/CriticalVictim,"[1, 5, 1]"
 C5 Red Dot C5 there's a critical victim Zone on,Room/Room/CriticalVictim/KnowledgeSharing{exists:{a critical victim Zone}},"[3, 3, 1, 13]"
 C5 is clear,Room,[3]
 check C6,Room,[3]
 so,0,[0]
 meaning attacking whether victims there's a over by A1 and A to B there's some victims that haven't been dealt with,Victim/Victim/KnowledgeSharing{exists:{a}}/Room/Victim/KnowledgeSharing{exists:{some victims}},"[2, 2, 13]"
 oh I hear a sound fire Maybe,0,[0]
 so we do have rooms on the other side of the map so we don't have to always go back to the you know,"Room/KnowledgeSharing{exists:{rooms}, location:{on the other side of the map}}","[3, 13]"
 great there's only the one victim outside of C3 right,"Victim/KnowledgeSharing{exists:{only the one victim}, location:{outside of C3}}/Room","[2, 13, 3]"
 C wake It Go,Instruction{topic:{wake It Go}}/Triage{target:{It}},[19]
 so here you got the C and then this guy's a so he's right here I can just drop them off,"CriticalVictim/Victim/Triage{agent:{I}, target:{them}}","[1, 2, 12]"
 Witcher,0,[0]
 oh yeah except okay and you were stuck in B9,"HelpRequest{agent:{you}, location:{B9}}/Room","[16, 3]"
 B9 on my way,Room/Movement{agent:{my}},"[3, 10]"
 it just looks a little weird,0,[0]
 sorry,0,[0]
 yeah you know stabilize I'm over here,"Triage/ReportLocation{agent:{I}, location:{over here}}","[12, 14]"
 all right just replace the floor marker so we don't mistake it,Instruction{topic:{replace the floor marker}}/MarkerBlock,"[19, 8]"
 but there's a c zone right here actually,"KnowledgeSharing{exists:{a c zone}, location:{right here}}",[13]
 two regular victim Zin,Victim,[2]
 B7,Room,[3]
 really oh no proble by the northern C zone so I can't take him there,0,[0]
 okay,0,[0]
 on my way,Movement{agent:{my}},[10]
 I thought the critical victim down next to it we have to clear these zones for the victims,"CriticalVictim/Instruction{topic:{clear these zones}, agent:{we}}","[1, 19]"
 which room are you s,Question{topic:{room}}/Room,"[17, 3]"
 b a okay,0,[0]
 gotcha,0,[0]
 yeah,0,[0]
yeah I'm coming over,Movement{agent:{I}},[10]
 okay yeah then enter if you want to go do that then really quickly,Precedence{second:{then}},[11]
 South Zone C,0,[0]
 this is a green icon,0,[0]
 which one,Question{topic:{one}},[17]
 A4 I see it,Room,[3]
 I came in here and let me help you help me heal him for you can just take them out,HelpRequest{agent:{me}}/Triage{target:{him}}/YesNoQuestion{topic:{just take them out}}/Victim,"[16, 2]"
 I'm on my way over to get you out,Movement{agent:{I}},[10]
 thank you sir yeah I'm just going to drop a load of a threat tags on the rooms that are threads,"Plan{topic:{drop a load of a threat tags}, agent:{I}}/Room","[20, 3]"
 all right,0,[0]
 and this one's clear,0,[0]
 okay this is,0,[0]
 Isabel is clear now,0,[0]
 I got you,0,[0]
 whether OU labeled it great thank you,0,[0]
 and it,0,[0]
 and this room is clear,Room,[3]
 decorate like I just start firing move you get done,Instruction{topic:{decorate}},[19]
 if you want while you're right here could you just empty up G3 or empty the bowl there because there's a victim,YesNoQuestion{topic:{you just empty up G3}}/Victim/KnowledgeSharing{exists:{a victim}},[18]
 gee sorry was that G3,Room,[3]
 okay,0,[0]
 yeah,0,[0]
 two of them are on standby there's I think the I4 j4,Room/Room,"[3, 3]"
 have a lot of critical victims because yeah,CriticalVictim/KnowledgeSharing{exists:{a lot of critical victims}},"[1, 13]"
 yeah let's destroy open map,Instruction{topic:{destory open map}},[19]
 okay and I'll take a,"Plan{topic:{take a}, agent:{I}}/Victim","[20, 2]"
 okay C and B is B Block off,0,[0]
 if you drop B all right I hear they're pretty much out here yeah I will check I4,"Plan{topic:{check i4}, agent:{I}}/Room","[20, 3]"
 yeah it's there's Rubble,Rubble/KnowledgeSharing{exists:{Rubble}},"[7, 13]"
 yeah there's a project meeting and so there's probably a bunch of people considering the severe damage as well,Meeting/KnowledgeSharing{exists:{a project meeting}}/KnowledgeSharing{exists:{a bunch of people}},"[9, 13]"
 all right,0,[0]
 he's not waking up,0,[0]
